date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:59:21	53893/53893	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:20%20GMT	https://open.spotify.com/album/5Z9x7D17zf4hhObAv7rmMX	D:/fjwbfhba/open.spotify.com/album/5Z9x7D17zf4hhObAv7rmMX.html	(from https://open.spotify.com/artist/1kmpkcYbuaZ8tnFejLzkj2)
14:59:22	83585/83585	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:20%20GMT	https://open.spotify.com/album/6YM7yCzcwaUrIqSFcORE04	D:/fjwbfhba/open.spotify.com/album/6YM7yCzcwaUrIqSFcORE04.html	(from https://open.spotify.com/artist/1kmpkcYbuaZ8tnFejLzkj2)
14:59:22	53666/53666	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:21%20GMT	https://open.spotify.com/album/5w3xcMB90FB2tvl3S1Dmjy	D:/fjwbfhba/open.spotify.com/album/5w3xcMB90FB2tvl3S1Dmjy.html	(from https://open.spotify.com/artist/1kmpkcYbuaZ8tnFejLzkj2)
14:59:23	54172/54172	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:22%20GMT	https://open.spotify.com/album/1Cn6fic3Aeldo3fRRaRUjy	D:/fjwbfhba/open.spotify.com/album/1Cn6fic3Aeldo3fRRaRUjy.html	(from https://open.spotify.com/artist/1kmpkcYbuaZ8tnFejLzkj2)
14:59:23	54055/54055	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:22%20GMT	https://open.spotify.com/album/1bJhxoxl4EMnDglAaCUWEZ	D:/fjwbfhba/open.spotify.com/album/1bJhxoxl4EMnDglAaCUWEZ.html	(from https://open.spotify.com/artist/1kmpkcYbuaZ8tnFejLzkj2)
14:59:24	53813/53813	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:23%20GMT	https://open.spotify.com/album/1Rj3hfwV8LDzytZUTI0XLK	D:/fjwbfhba/open.spotify.com/album/1Rj3hfwV8LDzytZUTI0XLK.html	(from https://open.spotify.com/artist/1kmpkcYbuaZ8tnFejLzkj2)
14:59:24	53546/53546	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:23%20GMT	https://open.spotify.com/album/2UdPA1nctct9X4kR5gnc4J	D:/fjwbfhba/open.spotify.com/album/2UdPA1nctct9X4kR5gnc4J.html	(from https://open.spotify.com/artist/1kmpkcYbuaZ8tnFejLzkj2)
14:59:25	54073/54073	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:24%20GMT	https://open.spotify.com/album/18llxb8TJ9svHIRP9ApgDB	D:/fjwbfhba/open.spotify.com/album/18llxb8TJ9svHIRP9ApgDB.html	(from https://open.spotify.com/artist/1kmpkcYbuaZ8tnFejLzkj2)
14:59:25	53489/53489	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:24%20GMT	https://open.spotify.com/album/1GSOesF1anp26X3XRZgK7y	D:/fjwbfhba/open.spotify.com/album/1GSOesF1anp26X3XRZgK7y.html	(from https://open.spotify.com/artist/1kmpkcYbuaZ8tnFejLzkj2)
14:59:26	53932/53932	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:25%20GMT	https://open.spotify.com/album/7Lrdo6EY8G3HLZurPFLp60	D:/fjwbfhba/open.spotify.com/album/7Lrdo6EY8G3HLZurPFLp60.html	(from https://open.spotify.com/artist/1kmpkcYbuaZ8tnFejLzkj2)
14:59:26	53629/53629	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:25%20GMT	https://open.spotify.com/album/6VmzXdvgNCYuUZa0SWfi0u	D:/fjwbfhba/open.spotify.com/album/6VmzXdvgNCYuUZa0SWfi0u.html	(from https://open.spotify.com/artist/1kmpkcYbuaZ8tnFejLzkj2)
14:59:27	323902/323902	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:26%20GMT	https://open.spotify.com/playlist/37i9dQZF1DZ06evO0J5dDT	D:/fjwbfhba/open.spotify.com/playlist/37i9dQZF1DZ06evO0J5dDT.html	(from https://open.spotify.com/artist/1kmpkcYbuaZ8tnFejLzkj2)
14:59:28	31425/31425	---M--	200	added ('OK')	image/jpeg	etag:%227739e23b45e57b19042ab40bff56b44f%22	https://thisis-images.spotifycdn.com/37i9dQZF1DZ06evO0J5dDT-default.jpg	D:/fjwbfhba/thisis-images.spotifycdn.com/37i9dQZF1DZ06evO0J5dDT-default.jpg	(from https://open.spotify.com/artist/1kmpkcYbuaZ8tnFejLzkj2)
14:59:29	323446/323446	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:28%20GMT	https://open.spotify.com/playlist/37i9dQZF1E4o1TmpShnI6j	D:/fjwbfhba/open.spotify.com/playlist/37i9dQZF1E4o1TmpShnI6j.html	(from https://open.spotify.com/artist/1kmpkcYbuaZ8tnFejLzkj2)
14:59:29	90033/90033	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:28%20GMT	https://open.spotify.com/artist/4b20nn6eekG7JQYjX7zJPx	D:/fjwbfhba/open.spotify.com/artist/4b20nn6eekG7JQYjX7zJPx.html	(from https://open.spotify.com/artist/1kmpkcYbuaZ8tnFejLzkj2)
14:59:30	99438/99438	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:29%20GMT	https://open.spotify.com/artist/7wb9PPpmdyZ1MTPRXLtIxE	D:/fjwbfhba/open.spotify.com/artist/7wb9PPpmdyZ1MTPRXLtIxE.html	(from https://open.spotify.com/artist/1kmpkcYbuaZ8tnFejLzkj2)
14:59:30	73355/73355	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:29%20GMT	https://open.spotify.com/album/1adRf3rRdLPeR02Sr5TeJQ	D:/fjwbfhba/open.spotify.com/album/1adRf3rRdLPeR02Sr5TeJQ.html	(from https://open.spotify.com/artist/1kmpkcYbuaZ8tnFejLzkj2)
14:59:31	92386/92386	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:30%20GMT	https://open.spotify.com/album/3nVV3qwydEFYBKOGUA5iXu	D:/fjwbfhba/open.spotify.com/album/3nVV3qwydEFYBKOGUA5iXu.html	(from https://open.spotify.com/artist/1kmpkcYbuaZ8tnFejLzkj2)
14:59:32	106143/106143	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:30%20GMT	https://open.spotify.com/album/7w2Qs6LB9WvM8HVO2o6gmN	D:/fjwbfhba/open.spotify.com/album/7w2Qs6LB9WvM8HVO2o6gmN.html	(from https://open.spotify.com/artist/1kmpkcYbuaZ8tnFejLzkj2)
14:59:32	54211/54211	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:31%20GMT	https://open.spotify.com/album/0uisobIg6TGQhsonXDi9Rf	D:/fjwbfhba/open.spotify.com/album/0uisobIg6TGQhsonXDi9Rf.html	(from https://open.spotify.com/artist/1kmpkcYbuaZ8tnFejLzkj2)
14:59:33	106276/106276	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:31%20GMT	https://open.spotify.com/album/5XFw9RIf7OGIL7GGNnIOLS	D:/fjwbfhba/open.spotify.com/album/5XFw9RIf7OGIL7GGNnIOLS.html	(from https://open.spotify.com/artist/1kmpkcYbuaZ8tnFejLzkj2)
14:59:33	58277/58277	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:32%20GMT	https://open.spotify.com/album/4Xoh8vC6eaAlHIR4O6CKpb	D:/fjwbfhba/open.spotify.com/album/4Xoh8vC6eaAlHIR4O6CKpb.html	(from https://open.spotify.com/artist/1kmpkcYbuaZ8tnFejLzkj2)
14:59:34	77960/77960	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:33%20GMT	https://open.spotify.com/album/5QgUzJrojIAyZzQO3prDv7	D:/fjwbfhba/open.spotify.com/album/5QgUzJrojIAyZzQO3prDv7.html	(from https://open.spotify.com/artist/1kmpkcYbuaZ8tnFejLzkj2)
14:59:35	78456/78456	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:33%20GMT	https://open.spotify.com/album/6FEuFvw9y5fUVQWiQf5oMj	D:/fjwbfhba/open.spotify.com/album/6FEuFvw9y5fUVQWiQf5oMj.html	(from https://open.spotify.com/artist/1kmpkcYbuaZ8tnFejLzkj2)
14:59:35	744/744	---MCZ	200	added ('OK')	application/json	date:Mon,%2009%20Dec%202024%2009:59:34%20GMT	https://open.spotify.com/oembed?url=https%3A%2F%2Fopen.spotify.com%2Fartist%2F6L5bLEtpxwd0KOdOr3gtW4	D:/fjwbfhba/open.spotify.com/oembed00bc.json	(from https://open.spotify.com/artist/6L5bLEtpxwd0KOdOr3gtW4)
14:59:35	91/91	---MCZ	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2009:59:34%20GMT	https://open.spotify.com/intl-id/artist/6L5bLEtpxwd0KOdOr3gtW4	D:/fjwbfhba/open.spotify.com/intl-id/artist/6L5bLEtpxwd0KOdOr3gtW4	(from https://open.spotify.com/artist/6L5bLEtpxwd0KOdOr3gtW4)
14:59:35	91/91	---MCZ	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2009:59:35%20GMT	https://open.spotify.com/intl-de/artist/6L5bLEtpxwd0KOdOr3gtW4	D:/fjwbfhba/open.spotify.com/intl-de/artist/6L5bLEtpxwd0KOdOr3gtW4	(from https://open.spotify.com/artist/6L5bLEtpxwd0KOdOr3gtW4)
14:59:36	91/91	---MCZ	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2009:59:35%20GMT	https://open.spotify.com/intl-pt/artist/6L5bLEtpxwd0KOdOr3gtW4	D:/fjwbfhba/open.spotify.com/intl-pt/artist/6L5bLEtpxwd0KOdOr3gtW4	(from https://open.spotify.com/artist/6L5bLEtpxwd0KOdOr3gtW4)
14:59:36	91/91	---MCZ	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2009:59:35%20GMT	https://open.spotify.com/intl-ja/artist/6L5bLEtpxwd0KOdOr3gtW4	D:/fjwbfhba/open.spotify.com/intl-ja/artist/6L5bLEtpxwd0KOdOr3gtW4	(from https://open.spotify.com/artist/6L5bLEtpxwd0KOdOr3gtW4)
14:59:36	91/91	---MCZ	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2009:59:36%20GMT	https://open.spotify.com/intl-fr/artist/6L5bLEtpxwd0KOdOr3gtW4	D:/fjwbfhba/open.spotify.com/intl-fr/artist/6L5bLEtpxwd0KOdOr3gtW4	(from https://open.spotify.com/artist/6L5bLEtpxwd0KOdOr3gtW4)
14:59:36	91/91	---MCZ	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2009:59:36%20GMT	https://open.spotify.com/intl-ar/artist/6L5bLEtpxwd0KOdOr3gtW4	D:/fjwbfhba/open.spotify.com/intl-ar/artist/6L5bLEtpxwd0KOdOr3gtW4	(from https://open.spotify.com/artist/6L5bLEtpxwd0KOdOr3gtW4)
14:59:37	91/91	---MCZ	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2009:59:36%20GMT	https://open.spotify.com/intl-es/artist/6L5bLEtpxwd0KOdOr3gtW4	D:/fjwbfhba/open.spotify.com/intl-es/artist/6L5bLEtpxwd0KOdOr3gtW4	(from https://open.spotify.com/artist/6L5bLEtpxwd0KOdOr3gtW4)
14:59:37	91/91	---MCZ	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2009:59:36%20GMT	https://open.spotify.com/intl-tr/artist/6L5bLEtpxwd0KOdOr3gtW4	D:/fjwbfhba/open.spotify.com/intl-tr/artist/6L5bLEtpxwd0KOdOr3gtW4	(from https://open.spotify.com/artist/6L5bLEtpxwd0KOdOr3gtW4)
14:59:37	91/91	---MCZ	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2009:59:37%20GMT	https://open.spotify.com/intl-it/artist/6L5bLEtpxwd0KOdOr3gtW4	D:/fjwbfhba/open.spotify.com/intl-it/artist/6L5bLEtpxwd0KOdOr3gtW4	(from https://open.spotify.com/artist/6L5bLEtpxwd0KOdOr3gtW4)
14:59:37	2553/2553	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Dec%202024%2009:59:37%20GMT	https://open.spotify.com/artist/android-app://com.spotify.music/spotify/artist/6L5bLEtpxwd0KOdOr3gtW4	D:/fjwbfhba/open.spotify.com/artist/android-app_/com.spotify.music/spotify/artist/6L5bLEtpxwd0KOdOr3gtW4	(from https://open.spotify.com/artist/6L5bLEtpxwd0KOdOr3gtW4)
14:59:38	53655/53655	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:37%20GMT	https://open.spotify.com/album/1GWoczL7JocBxisRr6AUFB	D:/fjwbfhba/open.spotify.com/album/1GWoczL7JocBxisRr6AUFB.html	(from https://open.spotify.com/artist/6L5bLEtpxwd0KOdOr3gtW4)
14:59:39	70784/70784	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:38%20GMT	https://open.spotify.com/album/4bTfyrDHiBOV0rEV8EG1ua	D:/fjwbfhba/open.spotify.com/album/4bTfyrDHiBOV0rEV8EG1ua.html	(from https://open.spotify.com/artist/6L5bLEtpxwd0KOdOr3gtW4)
14:59:39	53899/53899	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:38%20GMT	https://open.spotify.com/album/78d4WZRK33CwjyWE5CHuJE	D:/fjwbfhba/open.spotify.com/album/78d4WZRK33CwjyWE5CHuJE.html	(from https://open.spotify.com/artist/6L5bLEtpxwd0KOdOr3gtW4)
14:59:40	72827/72827	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:39%20GMT	https://open.spotify.com/album/0OnjsUVDeHUzl6u0eyiY1S	D:/fjwbfhba/open.spotify.com/album/0OnjsUVDeHUzl6u0eyiY1S.html	(from https://open.spotify.com/artist/6L5bLEtpxwd0KOdOr3gtW4)
14:59:40	75801/75801	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:39%20GMT	https://open.spotify.com/album/7d5uV0O8jZatQsm2bCnIp5	D:/fjwbfhba/open.spotify.com/album/7d5uV0O8jZatQsm2bCnIp5.html	(from https://open.spotify.com/artist/6L5bLEtpxwd0KOdOr3gtW4)
14:59:41	75201/75201	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:40%20GMT	https://open.spotify.com/album/44537K7WMywC7LTFcfpMNa	D:/fjwbfhba/open.spotify.com/album/44537K7WMywC7LTFcfpMNa.html	(from https://open.spotify.com/artist/6L5bLEtpxwd0KOdOr3gtW4)
14:59:41	53992/53992	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:40%20GMT	https://open.spotify.com/album/3yTqoQwtywyptdDgJJ8HRf	D:/fjwbfhba/open.spotify.com/album/3yTqoQwtywyptdDgJJ8HRf.html	(from https://open.spotify.com/artist/6L5bLEtpxwd0KOdOr3gtW4)
14:59:42	53514/53514	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:41%20GMT	https://open.spotify.com/album/5HeMPnlLai3j3Ka2Vcc2GL	D:/fjwbfhba/open.spotify.com/album/5HeMPnlLai3j3Ka2Vcc2GL.html	(from https://open.spotify.com/artist/6L5bLEtpxwd0KOdOr3gtW4)
14:59:42	53793/53793	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:41%20GMT	https://open.spotify.com/album/1aia5uoI9nAxngLWjg2Gxy	D:/fjwbfhba/open.spotify.com/album/1aia5uoI9nAxngLWjg2Gxy.html	(from https://open.spotify.com/artist/6L5bLEtpxwd0KOdOr3gtW4)
14:59:43	67036/67036	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:42%20GMT	https://open.spotify.com/album/5AyqSPIOfYqVDIwAOdAPSi	D:/fjwbfhba/open.spotify.com/album/5AyqSPIOfYqVDIwAOdAPSi.html	(from https://open.spotify.com/artist/6L5bLEtpxwd0KOdOr3gtW4)
14:59:44	53910/53910	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:42%20GMT	https://open.spotify.com/album/04kFdM6hDkhTtksnSmuwn9	D:/fjwbfhba/open.spotify.com/album/04kFdM6hDkhTtksnSmuwn9.html	(from https://open.spotify.com/artist/6L5bLEtpxwd0KOdOr3gtW4)
14:59:44	54031/54031	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:43%20GMT	https://open.spotify.com/album/0FwjitW4xiiTcXipL4aH7o	D:/fjwbfhba/open.spotify.com/album/0FwjitW4xiiTcXipL4aH7o.html	(from https://open.spotify.com/artist/6L5bLEtpxwd0KOdOr3gtW4)
14:59:45	53970/53970	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:44%20GMT	https://open.spotify.com/album/1WSTvsAZWCgzIPJjKarLB2	D:/fjwbfhba/open.spotify.com/album/1WSTvsAZWCgzIPJjKarLB2.html	(from https://open.spotify.com/artist/6L5bLEtpxwd0KOdOr3gtW4)
14:59:46	321687/321687	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:44%20GMT	https://open.spotify.com/playlist/37i9dQZF1DZ06evO3ZGXPy	D:/fjwbfhba/open.spotify.com/playlist/37i9dQZF1DZ06evO3ZGXPy.html	(from https://open.spotify.com/artist/6L5bLEtpxwd0KOdOr3gtW4)
14:59:46	52849/52849	---M--	200	added ('OK')	image/jpeg	etag:%2259027f36bf7cc44e5b8e4f3605d2419a%22	https://thisis-images.spotifycdn.com/37i9dQZF1DZ06evO3ZGXPy-default.jpg	D:/fjwbfhba/thisis-images.spotifycdn.com/37i9dQZF1DZ06evO3ZGXPy-default.jpg	(from https://open.spotify.com/artist/6L5bLEtpxwd0KOdOr3gtW4)
14:59:47	83621/83621	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:46%20GMT	https://open.spotify.com/album/4qrDijfBE0lxjzZkSRNFiB	D:/fjwbfhba/open.spotify.com/album/4qrDijfBE0lxjzZkSRNFiB.html	(from https://open.spotify.com/artist/6L5bLEtpxwd0KOdOr3gtW4)
14:59:47	71483/71483	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:46%20GMT	https://open.spotify.com/album/4bjgUwjkK3eVoM5UCntSu2	D:/fjwbfhba/open.spotify.com/album/4bjgUwjkK3eVoM5UCntSu2.html	(from https://open.spotify.com/artist/6L5bLEtpxwd0KOdOr3gtW4)
14:59:48	72819/72819	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:47%20GMT	https://open.spotify.com/album/2TtUiHM4hy4KwzO6WZGZ4W	D:/fjwbfhba/open.spotify.com/album/2TtUiHM4hy4KwzO6WZGZ4W.html	(from https://open.spotify.com/artist/6L5bLEtpxwd0KOdOr3gtW4)
14:59:48	75923/75923	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:47%20GMT	https://open.spotify.com/album/37Ou0I1jD3ztCShV9L0XWN	D:/fjwbfhba/open.spotify.com/album/37Ou0I1jD3ztCShV9L0XWN.html	(from https://open.spotify.com/artist/6L5bLEtpxwd0KOdOr3gtW4)
14:59:49	99450/99450	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:48%20GMT	https://open.spotify.com/album/1VcB5tbTFYNKd7sdCsM2vF	D:/fjwbfhba/open.spotify.com/album/1VcB5tbTFYNKd7sdCsM2vF.html	(from https://open.spotify.com/artist/6L5bLEtpxwd0KOdOr3gtW4)
14:59:50	75456/75456	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:48%20GMT	https://open.spotify.com/album/57dDzy4oSvi0zxukUUSrPm	D:/fjwbfhba/open.spotify.com/album/57dDzy4oSvi0zxukUUSrPm.html	(from https://open.spotify.com/artist/6L5bLEtpxwd0KOdOr3gtW4)
14:59:50	718/718	---MCZ	200	added ('OK')	application/json	date:Mon,%2009%20Dec%202024%2009:59:49%20GMT	https://open.spotify.com/oembed?url=https%3A%2F%2Fopen.spotify.com%2Fartist%2F5mpGJkS7oU3kb0XzS3d6Fd	D:/fjwbfhba/open.spotify.com/oembed0797.json	(from https://open.spotify.com/artist/5mpGJkS7oU3kb0XzS3d6Fd)
14:59:50	91/91	---MCZ	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2009:59:50%20GMT	https://open.spotify.com/intl-id/artist/5mpGJkS7oU3kb0XzS3d6Fd	D:/fjwbfhba/open.spotify.com/intl-id/artist/5mpGJkS7oU3kb0XzS3d6Fd	(from https://open.spotify.com/artist/5mpGJkS7oU3kb0XzS3d6Fd)
14:59:51	91/91	---MCZ	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2009:59:50%20GMT	https://open.spotify.com/intl-de/artist/5mpGJkS7oU3kb0XzS3d6Fd	D:/fjwbfhba/open.spotify.com/intl-de/artist/5mpGJkS7oU3kb0XzS3d6Fd	(from https://open.spotify.com/artist/5mpGJkS7oU3kb0XzS3d6Fd)
14:59:51	91/91	---MCZ	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2009:59:50%20GMT	https://open.spotify.com/intl-pt/artist/5mpGJkS7oU3kb0XzS3d6Fd	D:/fjwbfhba/open.spotify.com/intl-pt/artist/5mpGJkS7oU3kb0XzS3d6Fd	(from https://open.spotify.com/artist/5mpGJkS7oU3kb0XzS3d6Fd)
14:59:51	91/91	---MCZ	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2009:59:51%20GMT	https://open.spotify.com/intl-ja/artist/5mpGJkS7oU3kb0XzS3d6Fd	D:/fjwbfhba/open.spotify.com/intl-ja/artist/5mpGJkS7oU3kb0XzS3d6Fd	(from https://open.spotify.com/artist/5mpGJkS7oU3kb0XzS3d6Fd)
14:59:51	91/91	---MCZ	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2009:59:51%20GMT	https://open.spotify.com/intl-fr/artist/5mpGJkS7oU3kb0XzS3d6Fd	D:/fjwbfhba/open.spotify.com/intl-fr/artist/5mpGJkS7oU3kb0XzS3d6Fd	(from https://open.spotify.com/artist/5mpGJkS7oU3kb0XzS3d6Fd)
14:59:52	91/91	---MCZ	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2009:59:51%20GMT	https://open.spotify.com/intl-ar/artist/5mpGJkS7oU3kb0XzS3d6Fd	D:/fjwbfhba/open.spotify.com/intl-ar/artist/5mpGJkS7oU3kb0XzS3d6Fd	(from https://open.spotify.com/artist/5mpGJkS7oU3kb0XzS3d6Fd)
14:59:52	91/91	---MCZ	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2009:59:51%20GMT	https://open.spotify.com/intl-es/artist/5mpGJkS7oU3kb0XzS3d6Fd	D:/fjwbfhba/open.spotify.com/intl-es/artist/5mpGJkS7oU3kb0XzS3d6Fd	(from https://open.spotify.com/artist/5mpGJkS7oU3kb0XzS3d6Fd)
14:59:52	91/91	---MCZ	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2009:59:52%20GMT	https://open.spotify.com/intl-tr/artist/5mpGJkS7oU3kb0XzS3d6Fd	D:/fjwbfhba/open.spotify.com/intl-tr/artist/5mpGJkS7oU3kb0XzS3d6Fd	(from https://open.spotify.com/artist/5mpGJkS7oU3kb0XzS3d6Fd)
14:59:52	91/91	---MCZ	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2009:59:52%20GMT	https://open.spotify.com/intl-it/artist/5mpGJkS7oU3kb0XzS3d6Fd	D:/fjwbfhba/open.spotify.com/intl-it/artist/5mpGJkS7oU3kb0XzS3d6Fd	(from https://open.spotify.com/artist/5mpGJkS7oU3kb0XzS3d6Fd)
14:59:53	2553/2553	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Dec%202024%2009:59:52%20GMT	https://open.spotify.com/artist/android-app://com.spotify.music/spotify/artist/5mpGJkS7oU3kb0XzS3d6Fd	D:/fjwbfhba/open.spotify.com/artist/android-app_/com.spotify.music/spotify/artist/5mpGJkS7oU3kb0XzS3d6Fd	(from https://open.spotify.com/artist/5mpGJkS7oU3kb0XzS3d6Fd)
14:59:53	53527/53527	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:52%20GMT	https://open.spotify.com/album/5qE8bywYbQHyotwNWGQvPR	D:/fjwbfhba/open.spotify.com/album/5qE8bywYbQHyotwNWGQvPR.html	(from https://open.spotify.com/artist/5mpGJkS7oU3kb0XzS3d6Fd)
14:59:54	74818/74818	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:53%20GMT	https://open.spotify.com/album/3aev6hyxhLIsnNvCzXkdyA	D:/fjwbfhba/open.spotify.com/album/3aev6hyxhLIsnNvCzXkdyA.html	(from https://open.spotify.com/artist/5mpGJkS7oU3kb0XzS3d6Fd)
14:59:54	53980/53980	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:53%20GMT	https://open.spotify.com/album/08r8DJKIK8AjcOXWClKRP0	D:/fjwbfhba/open.spotify.com/album/08r8DJKIK8AjcOXWClKRP0.html	(from https://open.spotify.com/artist/5mpGJkS7oU3kb0XzS3d6Fd)
14:59:55	72022/72022	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:54%20GMT	https://open.spotify.com/album/0kUwKpwrWd7NZB8CYfFEjx	D:/fjwbfhba/open.spotify.com/album/0kUwKpwrWd7NZB8CYfFEjx.html	(from https://open.spotify.com/artist/5mpGJkS7oU3kb0XzS3d6Fd)
14:59:55	53866/53866	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:54%20GMT	https://open.spotify.com/album/3FDWwTZx0MaqDDnTtT4iGL	D:/fjwbfhba/open.spotify.com/album/3FDWwTZx0MaqDDnTtT4iGL.html	(from https://open.spotify.com/artist/5mpGJkS7oU3kb0XzS3d6Fd)
14:59:56	53498/53498	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:55%20GMT	https://open.spotify.com/album/7i3qrczcv2tiNQm81ZfPUx	D:/fjwbfhba/open.spotify.com/album/7i3qrczcv2tiNQm81ZfPUx.html	(from https://open.spotify.com/artist/5mpGJkS7oU3kb0XzS3d6Fd)
14:59:56	122680/122680	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:55%20GMT	https://open.spotify.com/album/7IWN7UdLjT0KblYHHOugzm	D:/fjwbfhba/open.spotify.com/album/7IWN7UdLjT0KblYHHOugzm.html	(from https://open.spotify.com/artist/5mpGJkS7oU3kb0XzS3d6Fd)
14:59:57	53608/53608	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:59:56%20GMT	https://open.spotify.com/album/4GnF64P1LeNSLfpnxGnc3c	D:/fjwbfhba/open.spotify.com/album/4GnF64P1LeNSLfpnxGnc3c.html	(from https://open.spotify.com/artist/5mpGJkS7oU3kb0XzS3d6Fd)
